序号,中文名称,英文名称,学名
9878,东非丝雀,Southern Citril,Crithagra hyposticta
9879,黑脸丝雀,Black-faced Canary,Crithagra capistrata
9880,乌干达丝雀,Papyrus Canary,Crithagra koliensis
9881,黄眉林丝雀,Forest Canary,Crithagra scotops
9882,白腰丝雀,White-rumped Seedeater,Crithagra leucopygia
9883,黑喉丝雀,Black-throated Canary,Crithagra atrogularis
9884,黄腰丝雀,Yellow-rumped Seedeater,Crithagra xanthopygia
9885,肯尼亚黄腰丝雀,Reichenow's Seedeater,Crithagra reichenowi
9886,绿腰丝雀,Arabian Serin,Crithagra rothschildi
9887,黄喉丝雀,Yellow-throated Seedeater,Crithagra flavigula
9888,萨氏丝雀,Salvadori's Seedeater,Crithagra xantholaema
9889,黄胸丝雀,Lemon-breasted Canary,Crithagra citrinipectus
9890,黄额丝雀,Yellow-fronted Canary,Crithagra mozambica
9891,白腹丝雀,White-bellied Canary,Crithagra dorsostriata
9892,埃塞丝雀,Ankober Serin,Crithagra ankoberensis
9893,也门丝雀,Yemen Serin,Crithagra menachensis
9894,海角丝雀,Cape Siskin,Crithagra totta
9895,德拉丝雀,Drakensberg Siskin,Crithagra symonsi
9896,北厚嘴丝雀,Northern Grosbeak-Canary,Crithagra donaldsoni
9897,肯尼亚大嘴丝雀,Southern Grosbeak-Canary,Crithagra buchanani
9898,黄丝雀,Yellow Canary,Crithagra flaviventris
9899,硫磺丝雀,Brimstone Canary,Crithagra sulphurata
9900,纹胸丝雀,Reichard's Seedeater,Crithagra reichardi
9901,纹头丝雀,Streaky-headed Seedeater,Crithagra gularis
9902,西非纹头丝雀,West African Seedeater,Crithagra canicapilla
9903,黑耳丝雀,Black-eared Seedeater,Crithagra mennelli
9904,褐腰丝雀,Brown-rumped Seedeater,Crithagra tristriata
9905,白喉丝雀,White-throated Canary,Crithagra albogularis
9906,厚嘴丝雀,Thick-billed Seedeater,Crithagra burtoni
9907,条纹丝雀,Streaky Seedeater,Crithagra striolata
9908,黄眉丝雀,Yellow-browed Seedeater,Crithagra whytii
9909,坦桑尼亚丝雀,Kipengere Seedeater,Crithagra melanochroa
9910,白翅丝雀,Protea Canary,Crithagra leucoptera
9911,黄嘴朱顶雀,Twite,Linaria flavirostris
9912,赤胸朱顶雀,Common Linnet,Linaria cannabina
9913,也门朱顶雀,Yemen Linnet,Linaria yemenensis
9914,索马里朱顶雀,Warsangli Linnet,Linaria johannis
9915,白腰朱顶雀,Common Redpoll,Acanthis flammea
9916,小朱顶雀,Lesser Redpoll,Acanthis cabaret
9917,极北朱顶雀,Arctic Redpoll,Acanthis hornemanni
9918,鹦交嘴雀,Parrot Crossbill,Loxia pytyopsittacus
9919,苏格兰交嘴雀,Scottish Crossbill,Loxia scotica
9920,红交嘴雀,Red Crossbill,Loxia curvirostra
9921,喀细亚交嘴雀,Cassia Crossbill,Loxia sinesciuris
9922,白翅交嘴雀,Two-barred Crossbill,Loxia leucoptera
9923,海地交嘴雀,Hispaniolan Crossbill,Loxia megaplaga
9924,山金丝雀,Mountain Serin,Chrysocorythus estherae
9925,红额金翅雀,European Goldfinch,Carduelis carduelis
9926,桔黄丝雀,Citril Finch,Carduelis citrinella
9927,科西嘉黄丝雀,Corsican Finch,Carduelis corsicana
9928,金额丝雀,Red-fronted Serin,Serinus pusillus
9929,欧洲丝雀,European Serin,Serinus serinus
9930,叙利亚丝雀,Syrian Serin,Serinus syriacus
9931,金丝雀,Atlantic Canary,Serinus canaria
9932,南非丝雀,Cape Canary,Serinus canicollis
9933,黄顶丝雀,Yellow-crowned Canary,Serinus flavivertex
9934,埃塞俄比亚丝雀,Ethiopian Siskin,Serinus nigriceps
9935,黑头丝雀,Black-headed Canary,Serinus alario
9936,藏黄雀,Tibetan Serin,Spinus thibetanus
9937,加州金翅雀,Lawrence's Goldfinch,Spinus lawrencei
9938,北美金翅雀,American Goldfinch,Spinus tristis
9939,暗背金翅雀,Lesser Goldfinch,Spinus psaltria
9940,黄雀,Eurasian Siskin,Spinus spinus
9941,海地金翅雀,Antillean Siskin,Spinus dominicensis
9942,松金翅雀,Pine Siskin,Spinus pinus
9943,黑顶金翅雀,Black-capped Siskin,Spinus atriceps
9944,橙胸金翅雀,Black-headed Siskin,Spinus notatus
9945,黑颏金翅雀,Black-chinned Siskin,Spinus barbatus
9946,黄腹金翅雀,Yellow-bellied Siskin,Spinus xanthogastrus
9947,绿金翅雀,Olivaceous Siskin,Spinus olivaceus
9948,冠金翅雀,Hooded Siskin,Spinus magellanicus
9949,红金翅雀,Saffron Siskin,Spinus siemiradzkii
9950,黄脸金翅雀,Yellow-faced Siskin,Spinus yarrellii
9951,黑头红金翅雀,Red Siskin,Spinus cucullatus
9952,黑金翅雀,Black Siskin,Spinus atratus
9953,黄腰金翅雀,Yellow-rumped Siskin,Spinus uropygialis
9954,厚嘴金翅雀,Thick-billed Siskin,Spinus crassirostris
9955,安第斯金翅雀,Andean Siskin,Spinus spinescens
9956,牙买加歌雀,Jamaican Euphonia,Euphonia jamaica
9957,铅灰歌雀,Plumbeous Euphonia,Euphonia plumbea
9958,薮歌雀,Scrub Euphonia,Euphonia affinis
9959,黄冠歌雀,Yellow-crowned Euphonia,Euphonia luteicapilla
9960,紫喉歌雀,Purple-throated Euphonia,Euphonia chlorotica
9961,特立尼达歌雀,Trinidad Euphonia,Euphonia trinitatis
9962,绒额歌雀,Velvet-fronted Euphonia,Euphonia concinna
9963,橙冠歌雀,Orange-crowned Euphonia,Euphonia saturata
9964,芬氏歌雀,Finsch's Euphonia,Euphonia finschi
9965,紫歌雀,Violaceous Euphonia,Euphonia violacea
9966,厚嘴歌雀,Thick-billed Euphonia,Euphonia laniirostris
9967,黄喉歌雀,Yellow-throated Euphonia,Euphonia hirundinacea
9968,绿喉歌雀,Green-chinned Euphonia,Euphonia chalybea
9969,亮丽歌雀,Elegant Euphonia,Euphonia elegantissima
9970,金腰歌雀,Golden-rumped Euphonia,Euphonia cyanocephala
9971,蓝头歌雀,Antillean Euphonia,Euphonia musica
9972,褐臀歌雀,Fulvous-vented Euphonia,Euphonia fulvicrissa
9973,斑冠歌雀,Spot-crowned Euphonia,Euphonia imitans
9974,绿背歌雀,Olive-backed Euphonia,Euphonia gouldi
9975,金腹歌雀,White-lored Euphonia,Euphonia chrysopasta
9976,铜绿歌雀,Bronze-green Euphonia,Euphonia mesochrysa
9977,白臀歌雀,White-vented Euphonia,Euphonia minuta
9978,黄顶歌雀,Tawny-capped Euphonia,Euphonia anneae
9979,橙腹歌雀,Orange-bellied Euphonia,Euphonia xanthogaster
9980,棕腹歌雀,Rufous-bellied Euphonia,Euphonia rufiventris
9981,栗腹歌雀,Chestnut-bellied Euphonia,Euphonia pectoralis
9982,金胁歌雀,Golden-sided Euphonia,Euphonia cayennensis
9983,黄领绿雀,Yellow-collared Chlorophonia,Chlorophonia flavirostris
9984,蓝枕绿雀,Blue-naped Chlorophonia,Chlorophonia cyanea
9985,栗胸绿雀,Chestnut-breasted Chlorophonia,Chlorophonia pyrrhophrys
9986,蓝冠绿雀,Blue-crowned Chlorophonia,Chlorophonia occipitalis
9987,金眉绿雀,Golden-browed Chlorophonia,Chlorophonia callophrys
9988,麦氏铁爪鹀,McCown's Longspur,Rhynchophanes mccownii
9989,铁爪鹀,Lapland Longspur,Calcarius lapponicus
9990,黄腹铁爪鹀,Smith's Longspur,Calcarius pictus
9991,栗领铁爪鹀,Chestnut-collared Longspur,Calcarius ornatus
9992,雪鹀,Snow Bunting,Plectrophenax nivalis
9993,麦氏鹀,McKay's Bunting,Plectrophenax hyperboreus
9994,鸫唐纳雀,Rosy Thrush-tanager,Rhodinocichla rosea
9995,凤头鹀,Crested Bunting,Emberiza lathami
9996,蓝鹀,Slaty Bunting,Emberiza siemsseni
9997,黍鹀,Corn Bunting,Emberiza calandra
9998,黄鹀,Yellowhammer,Emberiza citrinella
9999,白头鹀,Pine Bunting,Emberiza leucocephalos
10000,灰眉岩鹀,Rock Bunting,Emberiza cia
10001,戈氏岩鹀,Godlewski's Bunting,Emberiza godlewskii
10002,三道眉草鹀,Meadow Bunting,Emberiza cioides
10003,白顶鹀,White-capped Bunting,Emberiza stewarti
10004,栗斑腹鹀,Jankowski's Bunting,Emberiza jankowskii
10005,灰颈鹀,Grey-necked Bunting,Emberiza buchanani
10006,苍头鹀,Cinereous Bunting,Emberiza cineracea
10007,圃鹀,Ortolan Bunting,Emberiza hortulana
10008,蓝头圃鹀,Cretzschmar's Bunting,Emberiza caesia
10009,黄道眉鹀,Cirl Bunting,Emberiza cirlus
10010,黑纹鹀,Striolated Bunting,Emberiza striolata
10011,家鹀,House Bunting,Emberiza sahari
10012,淡岩鹀,Lark-like Bunting,Emberiza impetuani
10013,朱胸鹀,Cinnamon-breasted Bunting,Emberiza tahapisi
10014,高氏朱胸岩鹀,Gosling's Bunting,Emberiza goslingi
10015,索岛鹀,Socotra Bunting,Emberiza socotrana
10016,南非岩鹀,Cape Bunting,Emberiza capensis
10017,文氏岩鹀,Vincent's Bunting,Emberiza vincenti
10018,白眉鹀,Tristram's Bunting,Emberiza tristrami
10019,栗耳鹀,Chestnut-eared Bunting,Emberiza fucata
10020,小鹀,Little Bunting,Emberiza pusilla
10021,黄眉鹀,Yellow-browed Bunting,Emberiza chrysophrys
10022,田鹀,Rustic Bunting,Emberiza rustica
10023,黄喉鹀,Yellow-throated Bunting,Emberiza elegans
10024,黄胸鹀,Yellow-breasted Bunting,Emberiza aureola
10025,索马里鹀,Somali Bunting,Emberiza poliopleura
10026,金胸鹀,Golden-breasted Bunting,Emberiza flaviventris
10027,褐腰鹀,Brown-rumped Bunting,Emberiza affinis
10028,白眉黄腹鹀,Cabanis's Bunting,Emberiza cabanisi
10029,栗鹀,Chestnut Bunting,Emberiza rutila
10030,藏鹀,Tibetan Bunting,Emberiza koslowi
10031,黑头鹀,Black-headed Bunting,Emberiza melanocephala
10032,褐头鹀,Red-headed Bunting,Emberiza bruniceps
10033,硫磺鹀,Yellow Bunting,Emberiza sulphurata
10034,灰头鹀,Black-faced Bunting,Emberiza spodocephala
10035,灰鹀,Grey Bunting,Emberiza variabilis
10036,苇鹀,Pallas's Reed Bunting,Emberiza pallasi
10037,红颈苇鹀,Japanese Reed Bunting,Emberiza yessoensis
10038,芦鹀,Common Reed Bunting,Emberiza schoeniclus
10039,白斑黑鹀,Lark Bunting,Calamospiza melanocorys
10040,狐色雀鹀,Red Fox Sparrow,Passerella iliaca
10041,烟黑狐色雀鹀,Sooty Fox Sparrow,Passerella unalaschcensis
10042,铅灰狐色雀鹀,Slate-colored Fox Sparrow,Passerella schistacea
10043,厚嘴狐色雀鹀,Thick-billed Fox Sparrow,Passerella megarhyncha
10044,歌带鹀,Song Sparrow,Melospiza melodia
10045,林氏带鹀,Lincoln's Sparrow,Melospiza lincolnii
10046,沼泽带鹀,Swamp Sparrow,Melospiza georgiana
10047,红领带鹀,Rufous-collared Sparrow,Zonotrichia capensis
10048,赫氏带鹀,Harris's Sparrow,Zonotrichia querula
10049,白冠带鹀,White-crowned Sparrow,Zonotrichia leucophrys
10050,白喉带鹀,White-throated Sparrow,Zonotrichia albicollis
10051,金冠带鹀,Golden-crowned Sparrow,Zonotrichia atricapilla
10052,黄眼灯草鹀,Volcano Junco,Junco vulcani
10053,灰蓝灯草鹀,Dark-eyed Junco,Junco hyemalis
10054,瓜岛灯草鹀,Guadalupe Junco,Junco insularis
10055,墨西哥灯草鹀,Yellow-eyed Junco,Junco phaeonotus
10056,拜氏灯草鹀,Baird's Junco,Junco bairdi
10057,稀树草鹀,Savannah Sparrow,Passerculus sandwichensis
10058,海滨沙鹀,Seaside Sparrow,Ammospiza maritima
10059,纳氏沙鹀,Nelson's Sparrow,Ammospiza nelsoni
10060,尖尾沙鹀,Saltmarsh Sparrow,Ammospiza caudacuta
10061,莱氏沙鹀,LeConte's Sparrow,Ammospiza leconteii
10062,贝氏草鹀,Baird's Sparrow,Centronyx bairdii
10063,亨氏草鹀,Henslow's Sparrow,Centronyx henslowii
10064,黄胸草鹀,Grasshopper Sparrow,Ammodramus savannarum
10065,草地蝇鹀,Grassland Sparrow,Ammodramus humeralis
10066,黄眉蝇鹀,Yellow-browed Sparrow,Ammodramus aurifrons
10067,异雀鹀,Sierra Madre Sparrow,Xenospiza baileyi
10068,美洲树雀鹀,American Tree Sparrow,Spizelloides arborea
10069,棕顶雀鹀,Chipping Sparrow,Spizella passerina
10070,田雀鹀,Field Sparrow,Spizella pusilla
10071,沃氏雀鹀,Worthen's Sparrow,Spizella wortheni
10072,黑颏雀鹀,Black-chinned Sparrow,Spizella atrogularis
10073,褐雀鹀,Clay-colored Sparrow,Spizella pallida
10074,布氏雀鹀,Brewer's Sparrow,Spizella breweri
10075,栗肩雀鹀,Vesper Sparrow,Pooecetes gramineus
10076,鹨雀鹀,Lark Sparrow,Chondestes grammacus
10077,五纹猛雀鹀,Five-striped Sparrow,Amphispiza quinquestriata
10078,黑喉漠鹀,Black-throated Sparrow,Amphispiza bilineata
10079,艾草漠鹀,Sagebrush Sparrow,Artemisiospiza nevadensis
10080,贝氏漠鹀,Bell's Sparrow,Artemisiospiza belli
10081,斯贝猛雀鹀,Tumbes Sparrow,Rhynchospiza stolzmanni
10082,纹顶猛雀鹀,Stripe-capped Sparrow,Rhynchospiza strigiceps
10083,纹头猛雀鹀,Stripe-headed Sparrow,Peucaea ruficauda
10084,黑胸猛雀鹀,Black-chested Sparrow,Peucaea humeralis
10085,白须猛雀鹀,Bridled Sparrow,Peucaea mystacalis
10086,红尾猛雀鹀,Cinnamon-tailed Sparrow,Peucaea sumichrasti
10087,棕翅猛雀鹀,Rufous-winged Sparrow,Peucaea carpalis
10088,卡氏猛雀鹀,Cassin's Sparrow,Peucaea cassinii
10089,巴氏猛雀鹀,Bachman's Sparrow,Peucaea aestivalis
10090,博氏猛雀鹀,Botteri's Sparrow,Peucaea botterii
10091,棕顶猛雀鹀,Rufous-crowned Sparrow,Aimophila ruficeps
10092,锈红猛雀鹀,Rusty Sparrow,Aimophila rufescens
10093,瓦哈猛雀鹀,Oaxaca Sparrow,Aimophila notosticta
10094,萨帕塔鹀,Zapata Sparrow,Torreornis inexpectata
10095,纹雀鹀,Striped Sparrow,Oriturus superciliosus
10096,绿尾唧鹀,Green-tailed Towhee,Pipilo chlorurus
10097,领唧鹀,Collared Towhee,Pipilo ocai
10098,斑唧鹀,Spotted Towhee,Pipilo maculatus
10099,棕胁唧鹀,Eastern Towhee,Pipilo erythrophthalmus
10100,百慕大唧鹀,Bermuda Towhee,Pipilo naufragus
10101,白喉唧鹀,White-throated Towhee,Melozone albicollis
10102,棕喉唧鹀,Canyon Towhee,Melozone fusca
10103,加州唧鹀,California Towhee,Melozone crissalis
10104,红腹唧鹀,Abert's Towhee,Melozone aberti
10105,锈顶地雀,Rusty-crowned Ground Sparrow,Melozone kieneri
10106,普氏地雀,Prevost's Ground Sparrow,Melozone biarcuata
10107,卡氏地雀,Cabanis's Ground Sparrow,Melozone cabanisi
10108,白耳地雀,White-eared Ground Sparrow,Melozone leucotis
10109,褐纹头雀,Olive Sparrow,Arremonops rufivirgatus
10110,小黑纹头雀,Tocuyo Sparrow,Arremonops tocuyensis
10111,绿背纹头雀,Green-backed Sparrow,Arremonops chloronotus
10112,大黑纹头雀,Black-striped Sparrow,Arremonops conirostris
10113,白眉金肩雀,Pectoral Sparrow,Arremon taciturnus
10114,半领金肩雀,Half-collared Sparrow,Arremon semitorquatus
10115,旧金山金肩雀,Sao Francisco Sparrow,Arremon franciscanus
10116,黄嘴金肩雀,Saffron-billed Sparrow,Arremon flavirostris
10117,橙嘴金肩雀,Orange-billed Sparrow,Arremon aurantiirostris
10118,金翅金肩雀,Golden-winged Sparrow,Arremon schlegeli
10119,黑顶金肩雀,Black-capped Sparrow,Arremon abeillei
10120,栗顶薮雀,Chestnut-capped Brushfinch,Arremon brunneinucha
10121,绿纹薮雀,Green-striped Brushfinch,Arremon virenticeps
10122,黑头薮雀,Black-headed Brushfinch,Arremon atricapillus
10123,哥斯达黎加薮雀,Costa Rican Brushfinch,Arremon costaricensis
10124,纹头薮雀,White-browed Brushfinch,Arremon torquatus
10125,内华达薮雀,Sierra Nevada Brushfinch,Arremon basilicus
10126,佩里薮雀,Perija Brushfinch,Arremon perijanus
10127,灰眉薮雀,Grey-browed Brushfinch,Arremon assimilis
10128,加拉加斯薮雀,Caracas Brushfinch,Arremon phaeopleurus
10129,帕里亚薮雀,Paria Brushfinch,Arremon phygas
10130,乌脸雀,Sooty-faced Finch,Arremon crassirostris
10131,栗头绿雀,Olive Finch,Arremon castaneiceps
10132,大脚雀,Large-footed Finch,Pezopetes capitalis
10133,棕顶薮雀,Rufous-capped Brushfinch,Atlapetes pileatus
10134,白须薮雀,Moustached Brushfinch,Atlapetes albofrenatus
10135,梅里达薮雀,Merida Brushfinch,Atlapetes meridae
10136,赭胸薮雀,Ochre-breasted Brushfinch,Atlapetes semirufus
10137,栗头薮雀,Tepui Brushfinch,Atlapetes personatus
10138,白颈薮雀,White-naped Brushfinch,Atlapetes albinucha
10139,哥伦比亚薮雀,Santa Marta Brushfinch,Atlapetes melanocephalus
10140,黄枕薮雀,Pale-naped Brushfinch,Atlapetes pallidinucha
10141,绿头薮雀,Yellow-headed Brushfinch,Atlapetes flaviceps
10142,乌头薮雀,Dusky-headed Brushfinch,Atlapetes fuscoolivaceus
10143,乔科薮雀,Choco Brushfinch,Atlapetes crassus
10144,三色薮雀,Tricolored Brushfinch,Atlapetes tricolor
10145,白翅缘薮雀,White-rimmed Brushfinch,Atlapetes leucopis
10146,棕枕薮雀,Yellow-breasted Brushfinch,Atlapetes latinuchus
10147,黑额薮雀,Black-fronted Brushfinch,Atlapetes nigrifrons
10148,安省薮雀,Antioquia Brushfinch,Atlapetes blancae
10149,棕耳薮雀,Rufous-eared Brushfinch,Atlapetes rufigenis
10150,圣河薮雀,Apurimac Brushfinch,Atlapetes forbesi
10151,黑花脸薮雀,Black-spectacled Brushfinch,Atlapetes melanopsis
10152,灰蓝薮雀,Slaty Brushfinch,Atlapetes schistaceus
10153,白翅薮雀,White-winged Brushfinch,Atlapetes leucopterus
10154,白头薮雀,White-headed Brushfinch,Atlapetes albiceps
10155,苍头薮雀,Pale-headed Brushfinch,Atlapetes pallidiceps
10156,棕冠薮雀,Bay-crowned Brushfinch,Atlapetes seebohmi
10157,锈腹薮雀,Rusty-bellied Brushfinch,Atlapetes nationi
10158,库斯科薮雀,Cuzco Brushfinch,Atlapetes canigenis
10159,比尔卡班巴薮雀,Vilcabamba Brushfinch,Atlapetes terborghi
10160,灰耳薮雀,Grey-eared Brushfinch,Atlapetes melanolaemus
10161,玻利维亚薮雀,Bolivian Brushfinch,Atlapetes rufinucha
10162,黄头薮雀,Fulvous-headed Brushfinch,Atlapetes fulviceps
10163,黄纹薮雀,Yellow-striped Brushfinch,Atlapetes citrinellus
10164,黄踝饰雀,Yellow-thighed Brushfinch,Atlapetes tibialis
10165,绿踝饰雀,Yellow-green Brushfinch,Atlapetes luteoviridis
10166,拟唐纳雀,Tanager Finch,Oreothraupis arremonops
10167,灌丛唐纳雀,Common Bush Tanager,Chlorospingus flavopectus
10168,塔卡灌丛唐纳雀,Tacarcuna Bush Tanager,Chlorospingus tacarcunae
10169,巴拿马灌丛唐纳雀,Pirre Bush Tanager,Chlorospingus inornatus
10170,暗腹灌丛唐纳雀,Dusky Bush Tanager,Chlorospingus semifuscus
10171,乌顶灌丛唐纳雀,Sooty-capped Bush Tanager,Chlorospingus pileatus
10172,短嘴灌丛唐纳雀,Yellow-whiskered Bush Tanager,Chlorospingus parvirostris
10173,黄喉灌丛唐纳雀,Yellow-throated Bush Tanager,Chlorospingus flavigularis
10174,灰喉灌丛唐纳雀,Ashy-throated Bush Tanager,Chlorospingus canigularis
10175,西䳭唐纳雀,Western Chat-Tanager,Calyptophilus tertius
10176,东䳭唐纳雀,Eastern Chat-Tanager,Calyptophilus frugivorus
10177,黑顶棕榈唐纳雀,Black-crowned Tanager,Phaenicophilus palmarum
10178,灰顶棕榈唐纳雀,Grey-crowned Tanager,Phaenicophilus poliocephalus
10179,绿尾地莺,Green-tailed Warbler,Microligea palustris
10180,白翅地莺,White-winged Warbler,Xenoligea montana
10181,波多黎各唐纳雀,Puerto Rican Tanager,Nesospingus speculiferus
10182,纹头唐纳雀,Western Spindalis,Spindalis zena
10183,海地纹头唐纳雀,Hispaniolan Spindalis,Spindalis dominicensis
10184,波多纹头唐纳雀,Puerto Rican Spindalis,Spindalis portoricensis
10185,牙买加纹头唐纳雀,Jamaican Spindalis,Spindalis nigricephala
10186,冠鹩森莺,Wrenthrush,Zeledonia coronata
10187,黄头灰森莺,Yellow-headed Warbler,Teretistris fernandinae
10188,灰森莺,Oriente Warbler,Teretistris fornsi
10189,黄胸大䳭莺,Yellow-breasted Chat,Icteria virens
10190,黄头黑鹂,Yellow-headed Blackbird,Xanthocephalus xanthocephalus
10191,刺歌雀,Bobolink,Dolichonyx oryzivorus
10192,西美草地鹨,Western Meadowlark,Sturnella neglecta
10193,东草地鹨,Eastern Meadowlark,Sturnella magna
10194,彭巴草地鹨,Red-breasted Blackbird,Leistes militaris
10195,白眉草地鹨,White-browed Blackbird,Leistes superciliaris
10196,红胸草地鹨,Peruvian Meadowlark,Leistes bellicosus
10197,长尾草地鹨,Long-tailed Meadowlark,Leistes loyca
10198,小红胸草地鹨,Pampas Meadowlark,Leistes defilippii
10199,黄嘴酋长鹂,Yellow-billed Cacique,Amblycercus holosericeus
10200,黄翅酋长鹂,Mexican Cacique,Cassiculus melanicterus
10201,栗头拟椋鸟,Chestnut-headed Oropendola,Psarocolius wagleri
10202,褐背拟椋鸟,Russet-backed Oropendola,Psarocolius angustifrons
10203,暗绿拟椋鸟,Dusky-green Oropendola,Psarocolius atrovirens
10204,发冠拟椋鸟,Crested Oropendola,Psarocolius decumanus
10205,绿拟椋鸟,Green Oropendola,Psarocolius viridis
10206,亚马孙拟椋鸟,Olive Oropendola,Psarocolius bifasciatus
10207,褐拟椋鸟,Montezuma Oropendola,Psarocolius montezuma
10208,黑拟椋鸟,Black Oropendola,Psarocolius guatimozinus
10209,栗背拟椋鸟,Baudo Oropendola,Psarocolius cassini
10210,黑酋长鹂,Solitary Cacique,Cacicus solitarius
10211,金翅酋长鹂,Golden-winged Cacique,Cacicus chrysopterus
10212,秘鲁酋长鹂,Selva Cacique,Cacicus koepckeae
10213,厄瓜多尔酋长鹂,Ecuadorian Cacique,Cacicus sclateri
10214,黄腰酋长鹂,Yellow-rumped Cacique,Cacicus cela
10215,橙腰酋长鹂,Scarlet-rumped Cacique,Cacicus microrhynchus
10216,亚热带酋长鹂,Subtropical Cacique,Cacicus uropygialis
10217,北山酋长鹂,Northern Mountain Cacique,Cacicus leucoramphus
10218,山酋长鹂,Southern Mountain Cacique,Cacicus chrysonotus
10219,斑尾拟掠鸟,Band-tailed Oropendola,Cacicus latirostris
10220,盔拟掠鸟,Casqued Oropendola,Cacicus oseryi
10221,红腰酋长鹂,Red-rumped Cacique,Cacicus haemorrhous
10222,斯氏拟鹂,Scott's Oriole,Icterus parisorum
10223,黄背拟鹂,Yellow-backed Oriole,Icterus chrysater
10224,黑头拟鹂,Audubon's Oriole,Icterus graduacauda
10225,牙买加拟鹂,Jamaican Oriole,Icterus leucopteryx
10226,橙拟鹂,Orange Oriole,Icterus auratus
10227,橙头拟鹂,Altamira Oriole,Icterus gularis
10228,黄拟鹂,Yellow Oriole,Icterus nigrogularis
10229,布氏拟鹂,Bullock's Oriole,Icterus bullockii
10230,红头拟鹂,Streak-backed Oriole,Icterus pustulatus
10231,黑背拟鹂,Black-backed Oriole,Icterus abeillei
10232,橙腹拟鹂,Baltimore Oriole,Icterus galbula
10233,黄尾拟鹂,Yellow-tailed Oriole,Icterus mesomelas
10234,斑胸拟鹂,Spot-breasted Oriole,Icterus pectoralis
